category,category.keyword,currency,customer_first_name,customer_first_name.keyword,customer_full_name,customer_full_name.keyword,customer_gender,customer_id,customer_last_name,customer_last_name.keyword,customer_phone,day_of_week,day_of_week_i,email,event.dataset,geoip.city_name,geoip.continent_name,geoip.country_iso_code,geoip.location,geoip.region_name,manufacturer,manufacturer.keyword,order_date,order_id,products._id,products._id.keyword,products.base_price,products.base_unit_price,products.category,products.category.keyword,products.created_on,products.discount_amount,products.discount_percentage,products.manufacturer,products.manufacturer.keyword,products.min_price,products.price,products.product_id,products.product_name,products.product_name.keyword,products.quantity,products.sku,products.tax_amount,products.taxful_price,products.taxless_price,products.unit_discount_amount,sku,taxful_total_price,taxless_total_price,total_quantity,total_unique_products,type,user
"Women's Shoes, Women's Clothing","Women's Shoes, Women's Clothing",EUR,Wilhemina St.,Wilhemina St.,Wilhemina St. Butler,Wilhemina St. Butler,FEMALE,17,Butler,Butler,(empty),Tuesday,1,wilhemina st.@butler-family.zzz,sample_ecommerce,Monte Carlo,Europe,MC,"{
  ""coordinates"": [
    7.4,
    43.7
  ],
  ""type"": ""Point""
}",-,"Low Tide Media, Spherecords","Low Tide Media, Spherecords","Sep 27, 2021 @ 19:07:12.000",576006,"sold_product_576006_4796, sold_product_576006_8342","sold_product_576006_4796, sold_product_576006_8342","$60.00, $19.98","$60.00, $19.98","Women's Shoes, Women's Clothing","Women's Shoes, Women's Clothing","Dec 19, 2016 @ 18:07:12.000, Dec 19, 2016 @ 18:07:12.000","0, 0","0, 0","Low Tide Media, Spherecords","Low Tide Media, Spherecords","$29.41, $10.79","$60.00, $19.98","4,796, 8,342","Ankle boots - black, Jumper - black","Ankle boots - black, Jumper - black","1, 1","ZO0382103821, ZO0653906539","0, 0","$60.00, $19.98","$60.00, $19.98","0, 0","ZO0382103821, ZO0653906539",$80 ,$80.00 ,2,2,order,wilhemina
"Men's Shoes, Men's Clothing","Men's Shoes, Men's Clothing",EUR,Kamal,Kamal,Kamal Estrada,Kamal Estrada,MALE,39,Estrada,Estrada,(empty),Monday,0,kamal@estrada-family.zzz,sample_ecommerce,Istanbul,Asia,TR,"{
  ""coordinates"": [
    29,
    41
  ],
  ""type"": ""Point""
}",Istanbul,"Low Tide Media, Elitelligence","Low Tide Media, Elitelligence","Sep 27, 2021 @ 18:47:02.000",575988,"sold_product_575988_15558, sold_product_575988_7092","sold_product_575988_15558, sold_product_575988_7092","$60.00, $42.00","$60.00, $42.00","Men's Shoes, Men's Clothing","Men's Shoes, Men's Clothing","Dec 19, 2016 @ 17:47:02.000, Dec 19, 2016 @ 17:47:02.000","0, 0","0, 0","Low Tide Media, Elitelligence","Low Tide Media, Elitelligence","$27.02, $23.09","$60.00, $42.00","15,558, 7,092","Lace-ups - Midnight Blue, Tracksuit top - oliv","Lace-ups - Midnight Blue, Tracksuit top - oliv","1, 1","ZO0391903919, ZO0588105881","0, 0","$60.00, $42.00","$60.00, $42.00","0, 0","ZO0391903919, ZO0588105881",$102 ,$102.00 ,2,2,order,kamal
Men's Clothing,Men's Clothing,EUR,Sultan Al,Sultan Al,Sultan Al Brock,Sultan Al Brock,MALE,19,Brock,Brock,(empty),Monday,0,sultan al@brock-family.zzz,sample_ecommerce,Abu Dhabi,Asia,AE,"{
  ""coordinates"": [
    54.4,
    24.5
  ],
  ""type"": ""Point""
}",Abu Dhabi,Low Tide Media,Low Tide Media,"Sep 27, 2021 @ 18:36:58.000",575980,"sold_product_575980_15020, sold_product_575980_12344","sold_product_575980_15020, sold_product_575980_12344","$33.00, $24.98","$33.00, $24.98","Men's Clothing, Men's Clothing","Men's Clothing, Men's Clothing","Dec 19, 2016 @ 17:36:58.000, Dec 19, 2016 @ 17:36:58.000","0, 0","0, 0","Low Tide Media, Low Tide Media","Low Tide Media, Low Tide Media","$16.81, $12.01","$33.00, $24.98","15,020, 12,344","Cargo trousers - black, Pyjamas - light blue","Cargo trousers - black, Pyjamas - light blue","1, 1","ZO0421704217, ZO0477704777","0, 0","$33.00, $24.98","$33.00, $24.98","0, 0","ZO0421704217, ZO0477704777",$57.97 ,$57.97 ,2,2,order,sultan
Women's Clothing,Women's Clothing,EUR,Abigail,Abigail,Abigail Austin,Abigail Austin,FEMALE,46,Austin,Austin,(empty),Monday,0,abigail@austin-family.zzz,sample_ecommerce,Birmingham,Europe,GB,"{
  ""coordinates"": [
    -1.9,
    52.5
  ],
  ""type"": ""Point""
}",Birmingham,"Spherecords, Champion Arts","Spherecords, Champion Arts","Sep 27, 2021 @ 18:06:43.000",575963,"sold_product_575963_13241, sold_product_575963_17387","sold_product_575963_13241, sold_product_575963_17387","$18.98, $11.99","$18.98, $11.99","Women's Clothing, Women's Clothing","Women's Clothing, Women's Clothing","Dec 19, 2016 @ 17:06:43.000, Dec 19, 2016 @ 17:06:43.000","0, 0","0, 0","Spherecords, Champion Arts","Spherecords, Champion Arts","$8.55, $5.88","$18.98, $11.99","13,241, 17,387","Blouse - black, Print T-shirt - dark red","Blouse - black, Print T-shirt - dark red","1, 1","ZO0649406494, ZO0491804918","0, 0","$18.98, $11.99","$18.98, $11.99","0, 0","ZO0649406494, ZO0491804918",$30.98 ,$30.98 ,2,2,order,abigail
Women's Clothing,Women's Clothing,EUR,Diane,Diane,Diane Graves,Diane Graves,FEMALE,22,Graves,Graves,(empty),Monday,0,diane@graves-family.zzz,sample_ecommerce,-,Europe,GB,"{
  ""coordinates"": [
    -0.1,
    51.5
  ],
  ""type"": ""Point""
}",-,Tigress Enterprises,Tigress Enterprises,"Sep 27, 2021 @ 18:02:24.000",575958,"sold_product_575958_24239, sold_product_575958_19858","sold_product_575958_24239, sold_product_575958_19858","$25.98, $28.98","$25.98, $28.98","Women's Clothing, Women's Clothing","Women's Clothing, Women's Clothing","Dec 19, 2016 @ 17:02:24.000, Dec 19, 2016 @ 17:02:24.000","0, 0","0, 0","Tigress Enterprises, Tigress Enterprises","Tigress Enterprises, Tigress Enterprises","$12.22, $14.78","$25.98, $28.98","24,239, 19,858","Long sleeved top - winter white/peacoat, Jumper - grey/offwhite","Long sleeved top - winter white/peacoat, Jumper - grey/offwhite","1, 1","ZO0059100591, ZO0072000720","0, 0","$25.98, $28.98","$25.98, $28.98","0, 0","ZO0059100591, ZO0072000720",$54.97 ,$54.97 ,2,2,order,diane
"Women's Accessories, Women's Shoes","Women's Accessories, Women's Shoes",EUR,Rabbia Al,Rabbia Al,Rabbia Al Cook,Rabbia Al Cook,FEMALE,5,Cook,Cook,(empty),Monday,0,rabbia al@cook-family.zzz,sample_ecommerce,Dubai,Asia,AE,"{
  ""coordinates"": [
    55.3,
    25.3
  ],
  ""type"": ""Point""
}",Dubai,"Pyramidustries, Tigress Enterprises","Pyramidustries, Tigress Enterprises","Sep 27, 2021 @ 17:53:46.000",575953,"sold_product_575953_15473, sold_product_575953_23819","sold_product_575953_15473, sold_product_575953_23819","$20.98, $20.98","$20.98, $20.98","Women's Accessories, Women's Shoes","Women's Accessories, Women's Shoes","Dec 19, 2016 @ 16:53:46.000, Dec 19, 2016 @ 16:53:46.000","0, 0","0, 0","Pyramidustries, Tigress Enterprises","Pyramidustries, Tigress Enterprises","$10.08, $10.08","$20.98, $20.98","15,473, 23,819","Across body bag - black, Trainers - black","Across body bag - black, Trainers - black","1, 1","ZO0211102111, ZO0029700297","0, 0","$20.98, $20.98","$20.98, $20.98","0, 0","ZO0211102111, ZO0029700297",$41.97 ,$41.97 ,2,2,order,rabbia
"Women's Accessories, Women's Clothing","Women's Accessories, Women's Clothing",EUR,Betty,Betty,Betty Byrd,Betty Byrd,FEMALE,44,Byrd,Byrd,(empty),Monday,0,betty@byrd-family.zzz,sample_ecommerce,New York,North America,US,"{
  ""coordinates"": [
    -74,
    40.7
  ],
  ""type"": ""Point""
}",New York,Tigress Enterprises,Tigress Enterprises,"Sep 27, 2021 @ 17:52:19.000",575952,"sold_product_575952_15982, sold_product_575952_20515","sold_product_575952_15982, sold_product_575952_20515","$24.98, $28.98","$24.98, $28.98","Women's Accessories, Women's Clothing","Women's Accessories, Women's Clothing","Dec 19, 2016 @ 16:52:19.000, Dec 19, 2016 @ 16:52:19.000","0, 0","0, 0","Tigress Enterprises, Tigress Enterprises","Tigress Enterprises, Tigress Enterprises","$13.49, $13.05","$24.98, $28.98","15,982, 20,515","Handbag - cognac, Blouse - white/black","Handbag - cognac, Blouse - white/black","1, 1","ZO0086600866, ZO0064000640","0, 0","$24.98, $28.98","$24.98, $28.98","0, 0","ZO0086600866, ZO0064000640",$53.97 ,$53.97 ,2,2,order,betty
"Women's Shoes, Women's Clothing","Women's Shoes, Women's Clothing",EUR,rania,rania,rania Brewer,rania Brewer,FEMALE,24,Brewer,Brewer,(empty),Monday,0,rania@brewer-family.zzz,sample_ecommerce,Cairo,Africa,EG,"{
  ""coordinates"": [
    31.3,
    30.1
  ],
  ""type"": ""Point""
}",Cairo Governorate,"Oceanavigations, Gnomehouse","Oceanavigations, Gnomehouse","Sep 27, 2021 @ 17:33:36.000",575938,"sold_product_575938_16048, sold_product_575938_8920","sold_product_575938_16048, sold_product_575938_8920","$60.00, $33.00","$60.00, $33.00","Women's Shoes, Women's Clothing","Women's Shoes, Women's Clothing","Dec 19, 2016 @ 16:33:36.000, Dec 19, 2016 @ 16:33:36.000","0, 0","0, 0","Oceanavigations, Gnomehouse","Oceanavigations, Gnomehouse","$31.80, $17.48","$60.00, $33.00","16,048, 8,920","Trainers - black , Mini skirt - black","Trainers - black , Mini skirt - black","1, 1","ZO0251102511, ZO0329603296","0, 0","$60.00, $33.00","$60.00, $33.00","0, 0","ZO0251102511, ZO0329603296",$93 ,$93.00 ,2,2,order,rani
"Women's Clothing, Women's Accessories","Women's Clothing, Women's Accessories",EUR,Elyssa,Elyssa,Elyssa Stokes,Elyssa Stokes,FEMALE,27,Stokes,Stokes,(empty),Monday,0,elyssa@stokes-family.zzz,sample_ecommerce,New York,North America,US,"{
  ""coordinates"": [
    -74,
    40.8
  ],
  ""type"": ""Point""
}",New York,"Pyramidustries, Tigress Enterprises, Gnomehouse","Pyramidustries, Tigress Enterprises, Gnomehouse","Sep 27, 2021 @ 17:19:12.000",732884,"sold_product_732884_16889, sold_product_732884_24253, sold_product_732884_16894, sold_product_732884_19778","sold_product_732884_16889, sold_product_732884_24253, sold_product_732884_16894, sold_product_732884_19778","$28.98, $33.00, $30.98, $37.00","$28.98, $33.00, $30.98, $37.00","Women's Clothing, Women's Clothing, Women's Accessories, Women's Clothing","Women's Clothing, Women's Clothing, Women's Accessories, Women's Clothing","Dec 19, 2016 @ 16:19:12.000, Dec 19, 2016 @ 16:19:12.000, Dec 19, 2016 @ 16:19:12.000, Dec 19, 2016 @ 16:19:12.000","0, 0, 0, 0","0, 0, 0, 0","Pyramidustries, Tigress Enterprises, Pyramidustries, Gnomehouse","Pyramidustries, Tigress Enterprises, Pyramidustries, Gnomehouse","$15.36, $15.18, $14.88, $17.02","$28.98, $33.00, $30.98, $37.00","16,889, 24,253, 16,894, 19,778","Jumper - rose, Cardigan - grey multicolor, Across body bag - cognac, Blouse - navy blazer","Jumper - rose, Cardigan - grey multicolor, Across body bag - cognac, Blouse - navy blazer","1, 1, 1, 1","ZO0177101771, ZO0071100711, ZO0211402114, ZO0347503475","0, 0, 0, 0","$28.98, $33.00, $30.98, $37.00","$28.98, $33.00, $30.98, $37.00","0, 0, 0, 0","ZO0177101771, ZO0071100711, ZO0211402114, ZO0347503475",$130 ,$130.00 ,4,4,order,elyssa
Men's Clothing,Men's Clothing,EUR,Thad,Thad,Thad Mccormick,Thad Mccormick,MALE,30,Mccormick,Mccormick,(empty),Monday,0,thad@mccormick-family.zzz,sample_ecommerce,New York,North America,US,"{
  ""coordinates"": [
    -74,
    40.8
  ],
  ""type"": ""Point""
}",New York,"Microlutions, Low Tide Media","Microlutions, Low Tide Media","Sep 27, 2021 @ 17:17:46.000",575923,"sold_product_575923_6369, sold_product_575923_11418","sold_product_575923_6369, sold_product_575923_11418","$33.00, $7.99","$33.00, $7.99","Men's Clothing, Men's Clothing","Men's Clothing, Men's Clothing","Dec 19, 2016 @ 16:17:46.000, Dec 19, 2016 @ 16:17:46.000","0, 0","0, 0","Microlutions, Low Tide Media","Microlutions, Low Tide Media","$17.48, $4.23","$33.00, $7.99","6,369, 11,418","Vibrant Patterned Shirt, Basic T-shirt - red multicolor","Vibrant Patterned Shirt, Basic T-shirt - red multicolor","1, 1","ZO0110301103, ZO0434404344","0, 0","$33.00, $7.99","$33.00, $7.99","0, 0","ZO0110301103, ZO0434404344",$40.97 ,$40.97 ,2,2,order,thad
"Women's Shoes, Women's Accessories","Women's Shoes, Women's Accessories",EUR,Rabbia Al,Rabbia Al,Rabbia Al Tran,Rabbia Al Tran,FEMALE,5,Tran,Tran,(empty),Monday,0,rabbia al@tran-family.zzz,sample_ecommerce,Dubai,Asia,AE,"{
  ""coordinates"": [
    55.3,
    25.3
  ],
  ""type"": ""Point""
}",Dubai,Tigress Enterprises,Tigress Enterprises,"Sep 27, 2021 @ 17:16:19.000",575919,"sold_product_575919_12990, sold_product_575919_21061","sold_product_575919_12990, sold_product_575919_21061","$28.98, $11.99","$28.98, $11.99","Women's Shoes, Women's Accessories","Women's Shoes, Women's Accessories","Dec 19, 2016 @ 16:16:19.000, Dec 19, 2016 @ 16:16:19.000","0, 0","0, 0","Tigress Enterprises, Tigress Enterprises","Tigress Enterprises, Tigress Enterprises","$14.21, $5.76","$28.98, $11.99","12,990, 21,061","Slip-ons - black, Scarf - grey","Slip-ons - black, Scarf - grey","1, 1","ZO0009100091, ZO0083700837","0, 0","$28.98, $11.99","$28.98, $11.99","0, 0","ZO0009100091, ZO0083700837",$40.97 ,$40.97 ,2,2,order,rabbia
"Women's Clothing, Women's Accessories","Women's Clothing, Women's Accessories",EUR,Pia,Pia,Pia Graham,Pia Graham,FEMALE,45,Graham,Graham,(empty),Monday,0,pia@graham-family.zzz,sample_ecommerce,Cannes,Europe,FR,"{
  ""coordinates"": [
    7,
    43.6
  ],
  ""type"": ""Point""
}",Alpes-Maritimes,"Tigress Enterprises Curvy, Tigress Enterprises","Tigress Enterprises Curvy, Tigress Enterprises","Sep 27, 2021 @ 17:00:29.000",575908,"sold_product_575908_11247, sold_product_575908_24072","sold_product_575908_11247, sold_product_575908_24072","$14.99, $10.99","$14.99, $10.99","Women's Clothing, Women's Accessories","Women's Clothing, Women's Accessories","Dec 19, 2016 @ 16:00:29.000, Dec 19, 2016 @ 16:00:29.000","0, 0","0, 0","Tigress Enterprises Curvy, Tigress Enterprises","Tigress Enterprises Curvy, Tigress Enterprises","$8.09, $5.06","$14.99, $10.99","11,247, 24,072","Vest - black, Hat - beige","Vest - black, Hat - beige","1, 1","ZO0104401044, ZO0077500775","0, 0","$14.99, $10.99","$14.99, $10.99","0, 0","ZO0104401044, ZO0077500775",$25.98 ,$25.98 ,2,2,order,pia
"Men's Accessories, Women's Accessories, Men's Clothing","Men's Accessories, Women's Accessories, Men's Clothing",EUR,Eddie,Eddie,Eddie Thompson,Eddie Thompson,MALE,38,Thompson,Thompson,(empty),Monday,0,eddie@thompson-family.zzz,sample_ecommerce,Cairo,Africa,EG,"{
  ""coordinates"": [
    31.3,
    30.1
  ],
  ""type"": ""Point""
}",Cairo Governorate,"Elitelligence, Oceanavigations, Microlutions","Elitelligence, Oceanavigations, Microlutions","Sep 27, 2021 @ 16:59:02.000",714937,"sold_product_714937_16148, sold_product_714937_12699, sold_product_714937_11312, sold_product_714937_20179","sold_product_714937_16148, sold_product_714937_12699, sold_product_714937_11312, sold_product_714937_20179","$20.98, $42.00, $14.99, $13.99","$20.98, $42.00, $14.99, $13.99","Men's Accessories, Women's Accessories, Men's Clothing, Men's Clothing","Men's Accessories, Women's Accessories, Men's Clothing, Men's Clothing","Dec 19, 2016 @ 15:59:02.000, Dec 19, 2016 @ 15:59:02.000, Dec 19, 2016 @ 15:59:02.000, Dec 19, 2016 @ 15:59:02.000","0, 0, 0, 0","0, 0, 0, 0","Elitelligence, Oceanavigations, Elitelligence, Microlutions","Elitelligence, Oceanavigations, Elitelligence, Microlutions","$11.12, $22.67, $6.90, $6.44","$20.98, $42.00, $14.99, $13.99","16,148, 12,699, 11,312, 20,179","Rucksack - black , Weekend bag - dessert, Shorts - black, 3 PACK - Shorts - black/white/red","Rucksack - black , Weekend bag - dessert, Shorts - black, 3 PACK - Shorts - black/white/red","1, 1, 1, 1","ZO0609406094, ZO0320003200, ZO0531305313, ZO0129401294","0, 0, 0, 0","$20.98, $42.00, $14.99, $13.99","$20.98, $42.00, $14.99, $13.99","0, 0, 0, 0","ZO0609406094, ZO0320003200, ZO0531305313, ZO0129401294",$91.94 ,$91.94 ,4,4,order,eddie
"Women's Clothing, Women's Accessories","Women's Clothing, Women's Accessories",EUR,Wilhemina St.,Wilhemina St.,Wilhemina St. Fletcher,Wilhemina St. Fletcher,FEMALE,17,Fletcher,Fletcher,(empty),Monday,0,wilhemina st.@fletcher-family.zzz,sample_ecommerce,Monte Carlo,Europe,MC,"{
  ""coordinates"": [
    7.4,
    43.7
  ],
  ""type"": ""Point""
}",-,"Tigress Enterprises, Angeldale","Tigress Enterprises, Angeldale","Sep 27, 2021 @ 16:59:02.000",575906,"sold_product_575906_22558, sold_product_575906_14769","sold_product_575906_22558, sold_product_575906_14769","$28.98, $13.99","$28.98, $13.99","Women's Clothing, Women's Accessories","Women's Clothing, Women's Accessories","Dec 19, 2016 @ 15:59:02.000, Dec 19, 2016 @ 15:59:02.000","0, 0","0, 0","Tigress Enterprises, Angeldale","Tigress Enterprises, Angeldale","$15.65, $7.01","$28.98, $13.99","22,558, 14,769","A-line skirt - peacoat, Belt - dark navy","A-line skirt - peacoat, Belt - dark navy","1, 1","ZO0034600346, ZO0694906949","0, 0","$28.98, $13.99","$28.98, $13.99","0, 0","ZO0034600346, ZO0694906949",$42.97 ,$42.97 ,2,2,order,wilhemina
"Women's Clothing, Women's Shoes","Women's Clothing, Women's Shoes",EUR,Elyssa,Elyssa,Elyssa Abbott,Elyssa Abbott,FEMALE,27,Abbott,Abbott,(empty),Monday,0,elyssa@abbott-family.zzz,sample_ecommerce,New York,North America,US,"{
  ""coordinates"": [
    -74,
    40.8
  ],
  ""type"": ""Point""
}",New York,"Pyramidustries active, Tigress Enterprises, Gnomehouse","Pyramidustries active, Tigress Enterprises, Gnomehouse","Sep 27, 2021 @ 16:57:36.000",726914,"sold_product_726914_10104, sold_product_726914_22322, sold_product_726914_13824, sold_product_726914_13269","sold_product_726914_10104, sold_product_726914_22322, sold_product_726914_13824, sold_product_726914_13269","$16.98, $24.98, $24.98, $33.00","$16.98, $24.98, $24.98, $33.00","Women's Clothing, Women's Clothing, Women's Shoes, Women's Clothing","Women's Clothing, Women's Clothing, Women's Shoes, Women's Clothing","Dec 19, 2016 @ 15:57:36.000, Dec 19, 2016 @ 15:57:36.000, Dec 19, 2016 @ 15:57:36.000, Dec 19, 2016 @ 15:57:36.000","0, 0, 0, 0","0, 0, 0, 0","Pyramidustries active, Tigress Enterprises, Tigress Enterprises, Gnomehouse","Pyramidustries active, Tigress Enterprises, Tigress Enterprises, Gnomehouse","$8.83, $11.25, $11.25, $15.51","$16.98, $24.98, $24.98, $33.00","10,104, 22,322, 13,824, 13,269","Print T-shirt - black, Jumper dress - brown, Cowboy/Biker boots - tobacco, Cape - antique white","Print T-shirt - black, Jumper dress - brown, Cowboy/Biker boots - tobacco, Cape - antique white","1, 1, 1, 1","ZO0218802188, ZO0036200362, ZO0016900169, ZO0352403524","0, 0, 0, 0","$16.98, $24.98, $24.98, $33.00","$16.98, $24.98, $24.98, $33.00","0, 0, 0, 0","ZO0218802188, ZO0036200362, ZO0016900169, ZO0352403524",$99.94 ,$99.94 ,4,4,order,elyssa
"Women's Clothing, Women's Shoes","Women's Clothing, Women's Shoes",EUR,Selena,Selena,Selena Pratt,Selena Pratt,FEMALE,42,Pratt,Pratt,(empty),Monday,0,selena@pratt-family.zzz,sample_ecommerce,Marrakesh,Africa,MA,"{
  ""coordinates"": [
    -8,
    31.6
  ],
  ""type"": ""Point""
}",Marrakech-Tensift-Al Haouz,"Gnomehouse, Angeldale","Gnomehouse, Angeldale","Sep 27, 2021 @ 16:54:43.000",575900,"sold_product_575900_18712, sold_product_575900_21650","sold_product_575900_18712, sold_product_575900_21650","$75.00, $60.00","$75.00, $60.00","Women's Clothing, Women's Shoes","Women's Clothing, Women's Shoes","Dec 19, 2016 @ 15:54:43.000, Dec 19, 2016 @ 15:54:43.000","0, 0","0, 0","Gnomehouse, Angeldale","Gnomehouse, Angeldale","$39.75, $28.80","$75.00, $60.00","18,712, 21,650","Classic coat - navy blazer, Trainers - rose gold","Classic coat - navy blazer, Trainers - rose gold","1, 1","ZO0351003510, ZO0680006800","0, 0","$75.00, $60.00","$75.00, $60.00","0, 0","ZO0351003510, ZO0680006800",$135 ,$135.00 ,2,2,order,selena
Women's Clothing,Women's Clothing,EUR,rania,rania,rania Dawson,rania Dawson,FEMALE,24,Dawson,Dawson,(empty),Monday,0,rania@dawson-family.zzz,sample_ecommerce,Cairo,Africa,EG,"{
  ""coordinates"": [
    31.3,
    30.1
  ],
  ""type"": ""Point""
}",Cairo Governorate,"Oceanavigations, Pyramidustries","Oceanavigations, Pyramidustries","Sep 27, 2021 @ 16:27:22.000",575869,"sold_product_575869_25187, sold_product_575869_19211","sold_product_575869_25187, sold_product_575869_19211","$42.00, $26.98","$42.00, $26.98","Women's Clothing, Women's Clothing","Women's Clothing, Women's Clothing","Dec 19, 2016 @ 15:27:22.000, Dec 19, 2016 @ 15:27:22.000","0, 0","0, 0","Oceanavigations, Pyramidustries","Oceanavigations, Pyramidustries","$22.67, $13.49","$42.00, $26.98","25,187, 19,211","Jumper - brown, Faux leather jacket - black","Jumper - brown, Faux leather jacket - black","1, 1","ZO0268002680, ZO0174101741","0, 0","$42.00, $26.98","$42.00, $26.98","0, 0","ZO0268002680, ZO0174101741",$69 ,$69.00 ,2,2,order,rani
Men's Shoes,Men's Shoes,EUR,Phil,Phil,Phil Mckinney,Phil Mckinney,MALE,50,Mckinney,Mckinney,(empty),Monday,0,phil@mckinney-family.zzz,sample_ecommerce,-,Europe,GB,"{
  ""coordinates"": [
    -0.1,
    51.5
  ],
  ""type"": ""Point""
}",-,"Low Tide Media, Angeldale","Low Tide Media, Angeldale","Sep 27, 2021 @ 16:24:29.000",575866,"sold_product_575866_1659, sold_product_575866_22711","sold_product_575866_1659, sold_product_575866_22711","$50.00, $85.00","$50.00, $85.00","Men's Shoes, Men's Shoes","Men's Shoes, Men's Shoes","Dec 19, 2016 @ 15:24:29.000, Dec 19, 2016 @ 15:24:29.000","0, 0","0, 0","Low Tide Media, Angeldale","Low Tide Media, Angeldale","$24.02, $40.81","$50.00, $85.00","1,659, 22,711","Lace-up boots - black, Boots - black","Lace-up boots - black, Boots - black","1, 1","ZO0405004050, ZO0690706907","0, 0","$50.00, $85.00","$50.00, $85.00","0, 0","ZO0405004050, ZO0690706907",$135 ,$135.00 ,2,2,order,phil
